	Date	Account	Action	Security	Category	Memo	Quote/Price	Shares	Cash	Amount�Invested	Cash+Invest	
	2/14/2017	TSP	XIn	-Cash-	[Checking - Alliant]				283.32		283.32	
	2/28/2017	TSP	XIn	-Cash-	[Checking - Alliant]				283.32		283.32	
	3/14/2017	TSP	XIn	-Cash-	[Checking - Alliant]				283.32		283.32	
	3/28/2017	TSP	XIn	-Cash-	[Checking - Alliant]				283.32		283.32	
	4/11/2017	TSP	XIn	-Cash-	[Checking - Alliant]				283.32		283.32	
	4/25/2017	TSP	XIn	-Cash-	[Checking - Alliant]				283.32		283.32	
	5/9/2017	TSP	XIn	-Cash-	[Checking - Alliant]				283.32		283.32	
	5/23/2017	TSP	XIn	-Cash-	[Checking - Alliant]				283.32		283.32	
	6/6/2017	TSP	XIn	-Cash-	[Checking - Alliant]				283.32		283.32	
	6/20/2017	TSP	XIn	-Cash-	[Checking - Alliant]				283.32		283.32	
	7/3/2017	TSP	XIn	-Cash-	[Checking - Alliant]				283.32		283.32	
	7/18/2017	TSP	XIn	-Cash-	[Checking - Alliant]				283.32		283.32	
	8/1/2017	TSP	XIn	-Cash-	[Checking - Alliant]				283.32		283.32	
	8/15/2017	TSP	XIn	-Cash-	[Checking - Alliant]				283.32		283.32	
	8/29/2017	TSP	XIn	-Cash-	[Checking - Alliant]				283.32		283.32	
	9/12/2017	TSP	XIn	-Cash-	[Checking - Alliant]				283.32		283.32	
	9/26/2017	TSP	XIn	-Cash-	[Checking - Alliant]				283.32		283.32	
	10/10/2017	TSP	XIn	-Cash-	[Checking - Alliant]				283.32		283.32	
	10/24/2017	TSP	XIn	-Cash-	[Checking - Alliant]				283.32		283.32	
	11/7/2017	TSP	XIn	-Cash-	[Checking - Alliant]				283.32		283.32	
	11/21/2017	TSP	XIn	-Cash-	[Checking - Alliant]				283.32		283.32	
	12/5/2017	TSP	XIn	-Cash-	[Checking - Alliant]				283.32		283.32	
	12/19/2017	TSP	XIn	-Cash-	[Checking - Alliant]				283.32		283.32	
	1/2/2018	TSP	XIn	-Cash-	[Checking - Alliant]				293.32		293.32	
	1/16/2018	TSP	XIn	-Cash-	[Checking - Alliant]				293.32		293.32	
	1/30/2018	TSP	XIn	-Cash-	[Checking - Alliant]				304.36		304.36	
	2/13/2018	TSP	XIn	-Cash-	[Checking - Alliant]				304.36		304.36	
	2/27/2018	TSP	XIn	-Cash-	[Checking - Alliant]				304.36		304.36	
	3/13/2018	TSP	XIn	-Cash-	[Checking - Alliant]				304.36		304.36	
	3/27/2018	TSP	XIn	-Cash-	[Checking - Alliant]				304.36		304.36	
	4/10/2018	TSP	XIn	-Cash-	[Checking - Alliant]				304.36		304.36	
	4/24/2018	TSP	XIn	-Cash-	[Checking - Alliant]				304.36		304.36	
	5/8/2018	TSP	XIn	-Cash-	[Checking - Alliant]				304.36		304.36	
	5/22/2018	TSP	XIn	-Cash-	[Checking - Alliant]				304.36		304.36	
	6/5/2018	TSP	XIn	-Cash-	[Checking - Alliant]				304.36		304.36	
	6/19/2018	TSP	XIn	-Cash-	[Checking - Alliant]				304.36		304.36	
	7/3/2018	TSP	XIn	-Cash-	[Checking - Alliant]				304.36		304.36	
	7/17/2018	TSP	XIn	-Cash-	[Checking - Alliant]				304.36		304.36	
	7/31/2018	TSP	XIn	-Cash-	[Checking - Alliant]				304.36		304.36	
	8/14/2018	TSP	XIn	-Cash-	[Checking - Alliant]				314.36		314.36	
	8/28/2018	TSP	XIn	-Cash-	[Checking - Alliant]				314.36		314.36	
	9/11/2018	TSP	XIn	-Cash-	[Checking - Alliant]				314.36		314.36	
	9/25/2018	TSP	XIn	-Cash-	[Checking - Alliant]				314.36		314.36	
	10/9/2018	TSP	XIn	-Cash-	[Checking - Alliant]				314.36		314.36	
	10/23/2018	TSP	XIn	-Cash-	[Checking - Alliant]				314.36		314.36	
	11/6/2018	TSP	XIn	-Cash-	[Checking - Alliant]				314.36		314.36	
	11/20/2018	TSP	XIn	-Cash-	[Checking - Alliant]				314.36		314.36	
	12/4/2018	TSP	XIn	-Cash-	[Checking - Alliant]				394.36		394.36	
	12/18/2018	TSP	XIn	-Cash-	[Checking - Alliant]				394.36		394.36	
	12/31/2018	TSP	XIn	-Cash-	[Checking - Alliant]				394.36		394.36	
	2/12/2019	TSP	XIn	-Cash-	[Checking - Alliant]				898.08		898.08	
	2/26/2019	TSP	XIn	-Cash-	[Checking - Alliant]				299.36		299.36	
	3/12/2019	TSP	XIn	-Cash-	[Checking - Alliant]				299.36		299.36	
	3/26/2019	TSP	XIn	-Cash-	[Checking - Alliant]				299.36		299.36	
	4/9/2019	TSP	XIn	-Cash-	[Checking - Alliant]				299.36		299.36	
	4/23/2019	TSP	XIn	-Cash-	[Checking - Alliant]				378.60		378.60	
	4/23/2019	TSP	Cash	-Cash-	Other Inc	retro			2.08		2.08	
	5/7/2019	TSP	XIn	-Cash-	[Checking - Alliant]				405.68		405.68	
	5/21/2019	TSP	XIn	-Cash-	[Checking - Alliant]				405.68		405.68	
	6/4/2019	TSP	XIn	-Cash-	[Checking - Alliant]				405.68		405.68	
	6/18/2019	TSP	XIn	-Cash-	[Checking - Alliant]				405.68		405.68	
	7/2/2019	TSP	XIn	-Cash-	[Checking - Alliant]				405.68		405.68	
	7/16/2019	TSP	XIn	-Cash-	[Checking - Alliant]				405.68		405.68	
	7/30/2019	TSP	XIn	-Cash-	[Checking - Alliant]				405.68		405.68	
	8/13/2019	TSP	XIn	-Cash-	[Checking - Alliant]				405.68		405.68	
	8/27/2019	TSP	XIn	-Cash-	[Checking - Alliant]				405.68		405.68	
	9/10/2019	TSP	XIn	-Cash-	[Checking - Alliant]				405.68		405.68	
	9/24/2019	TSP	XIn	-Cash-	[Checking - Alliant]				405.68		405.68	
	10/8/2019	TSP	XIn	-Cash-	[Checking - Alliant]				405.68		405.68	
	10/22/2019	TSP	XIn	-Cash-	[Checking - Alliant]				405.68		405.68	
	11/5/2019	TSP	XIn	-Cash-	[Checking - Alliant]				415.68		415.68	
	11/19/2019	TSP	XIn	-Cash-	[Checking - Alliant]				415.68		415.68	
	12/3/2019	TSP	XIn	-Cash-	[Checking - Alliant]				415.68		415.68	
	12/17/2019	TSP	XIn	-Cash-	[Checking - Alliant]				415.68		415.68	
	12/31/2019	TSP	XIn	-Cash-	[Checking - Alliant]				415.68		415.68	
	1/14/2020	TSP	XIn	-Cash-	[Checking - Alliant]				415.68		415.68	
	1/28/2020	TSP	XIn	-Cash-	[Checking - Alliant]				430.36		430.36	
	2/11/2020	TSP	XIn	-Cash-	[Checking - Alliant]				430.36		430.36	
	2/25/2020	TSP	XIn	-Cash-	[Checking - Alliant]				430.36		430.36	
	3/10/2020	TSP	XIn	-Cash-	[Checking - Alliant]				430.36		430.36	
	3/24/2020	TSP	XIn	-Cash-	[Checking - Alliant]				430.36		430.36	
	4/7/2020	TSP	XIn	-Cash-	[Checking - Alliant]				430.36		430.36	
	4/21/2020	TSP	XIn	-Cash-	[Checking - Alliant]				430.36		430.36	
	5/5/2020	TSP	XIn	-Cash-	[Checking - Alliant]				430.36		430.36	
	5/19/2020	TSP	XIn	-Cash-	[Checking - Alliant]				445.36		445.36	
	6/2/2020	TSP	XIn	-Cash-	[Checking - Alliant]				470.36		470.36	
	6/16/2020	TSP	XIn	-Cash-	[Checking - Alliant]				470.36		470.36	
	6/30/2020	TSP	XIn	-Cash-	[Checking - Alliant]				470.36		470.36	
	7/14/2020	TSP	XIn	-Cash-	[Checking - Alliant]				470.36		470.36	
	7/28/2020	TSP	XIn	-Cash-	[Checking - Alliant]				470.36		470.36	
	8/11/2020	TSP	XIn	-Cash-	[Checking - Alliant]				470.36		470.36	
	8/25/2020	TSP	XIn	-Cash-	[Checking - Alliant]				470.36		470.36	
	9/8/2020	TSP	XIn	-Cash-	[Checking - Alliant]				470.36		470.36	
	9/22/2020	TSP	XIn	-Cash-	[Checking - Alliant]				470.36		470.36	
	10/6/2020	TSP	XIn	-Cash-	[Checking - Alliant]				470.36		470.36	
	10/20/2020	TSP	XIn	-Cash-	[Checking - Alliant]				470.36		470.36	
	11/3/2020	TSP	XIn	-Cash-	[Checking - Alliant]				470.36		470.36	
	11/17/2020	TSP	XIn	-Cash-	[Checking - Alliant]				645.36		645.36	
	12/1/2020	TSP	XIn	-Cash-	[Checking - Alliant]				645.36		645.36	
	12/15/2020	TSP	XIn	-Cash-	[Checking - Alliant]				645.36		645.36	
	12/29/2020	TSP	XIn	-Cash-	[Checking - Alliant]				645.36		645.36	
	1/12/2021	TSP	XIn	-Cash-	[Checking - Alliant]				645.36		645.36	
	1/26/2021	TSP	XIn	-Cash-	[Checking - Alliant]				648.56		648.56	
	2/9/2021	TSP	XIn	-Cash-	[Checking - Alliant]				648.56		648.56	
	2/23/2021	TSP	XIn	-Cash-	[Checking - Alliant]				1,073.56		1,073.56	
	3/9/2021	TSP	XIn	-Cash-	[Checking - Alliant]				1,073.56		1,073.56	
	3/23/2021	TSP	XIn	-Cash-	[Checking - Alliant]				1,073.56		1,073.56	
	4/6/2021	TSP	XIn	-Cash-	[Checking - Alliant]				1,073.56		1,073.56	
	4/20/2021	TSP	XIn	-Cash-	[Checking - Alliant]				1,073.56		1,073.56	
	5/4/2021	TSP	XIn	-Cash-	[Checking - Alliant]				1,073.56		1,073.56	
	5/18/2021	TSP	XIn	-Cash-	[Checking - Alliant]				1,073.56		1,073.56	
	6/1/2021	TSP	XIn	-Cash-	[Checking - Alliant]				1,073.56		1,073.56	
	6/15/2021	TSP	XIn	-Cash-	[Checking - Alliant]				1,073.56		1,073.56	
	6/29/2021	TSP	XIn	-Cash-	[Checking - Alliant]				1,073.56		1,073.56	
	7/13/2021	TSP	XIn	-Cash-	[Checking - Alliant]				1,073.56		1,073.56	
	7/27/2021	TSP	XIn	-Cash-	[Checking - Alliant]				1,073.56		1,073.56	
	8/10/2021	TSP	XIn	-Cash-	[Checking - Alliant]				1,073.56		1,073.56	
	8/24/2021	TSP	XIn	-Cash-	[Checking - Alliant]				823.56		823.56	
	9/7/2021	TSP	XIn	-Cash-	[Checking - Alliant]				823.56		823.56	
	9/21/2021	TSP	XIn	-Cash-	[Checking - Alliant]				823.56		823.56	
	10/5/2021	TSP	XIn	-Cash-	[Checking - Alliant]				823.56		823.56	
	10/19/2021	TSP	XIn	-Cash-	[Checking - Alliant]				823.56		823.56	
	11/2/2021	TSP	XIn	-Cash-	[Checking - Alliant]				823.56		823.56	
	11/16/2021	TSP	XIn	-Cash-	[Checking - Alliant]				823.56		823.56	
	11/30/2021	TSP	XIn	-Cash-	[Checking - Alliant]				711.83		711.83	
	12/14/2021	TSP	XIn	-Cash-	[Checking - Alliant]				711.83		711.83	
	12/28/2021	TSP	XIn	-Cash-	[Checking - Alliant]				711.83		711.83	
	1/11/2022	TSP	XIn	-Cash-	[Checking - Alliant]				711.83		711.83	
	1/25/2022	TSP	XIn	-Cash-	[Checking - Alliant]				733.39		733.39	
	2/8/2022	TSP	XIn	-Cash-	[Checking - Alliant]				733.39		733.39	
	2/22/2022	TSP	XIn	-Cash-	[Checking - Alliant]				733.39		733.39	
	3/8/2022	TSP	XIn	-Cash-	[Fidelity CMA]				733.39		733.39	
	3/22/2022	TSP	XIn	-Cash-	[Fidelity CMA]				733.39		733.39	
	4/5/2022	TSP	XIn	-Cash-	[Fidelity CMA]				733.39		733.39	
	4/19/2022	TSP	XIn	-Cash-	[Fidelity CMA]				733.39		733.39	
	5/3/2022	TSP	XIn	-Cash-	[Fidelity CMA]				733.39		733.39	
	5/17/2022	TSP	XIn	-Cash-	[Fidelity CMA]				733.39		733.39	
	5/31/2022	TSP	XIn	-Cash-	[Fidelity CMA]				733.39		733.39	
	6/14/2022	TSP	XIn	-Cash-	[Fidelity CMA]				733.39		733.39	
	6/28/2022	TSP	XIn	-Cash-	[Fidelity CMA]				1,000.08		1,000.08	
	7/12/2022	TSP	XIn	-Cash-	[Fidelity CMA]				1,000.08		1,000.08	
	7/26/2022	TSP	XIn	-Cash-	[Fidelity CMA]				1,000.08		1,000.08	
	8/9/2022	TSP	XIn	-Cash-	[Fidelity CMA]				1,000.08		1,000.08	
	8/23/2022	TSP	XIn	-Cash-	[Fidelity CMA]				1,000.08		1,000.08	
	9/6/2022	TSP	XIn	-Cash-	[Fidelity CMA]				800.06		800.06	
	9/20/2022	TSP	XIn	-Cash-	[Fidelity CMA]				800.06		800.06	
	10/4/2022	TSP	XIn	-Cash-	[Fidelity CMA]				800.06		800.06	
	10/18/2022	TSP	XIn	-Cash-	[Fidelity CMA]				800.06		800.06	
	11/1/2022	TSP	XIn	-Cash-	[Fidelity CMA]				800.06		800.06	
	11/15/2022	TSP	XIn	-Cash-	[Fidelity CMA]				800.06		800.06	
	11/29/2022	TSP	XIn	-Cash-	[Fidelity CMA]				800.06		800.06	
	12/13/2022	TSP	XIn	-Cash-	[Fidelity CMA]				800.06		800.06	
	12/27/2022	TSP	XIn	-Cash-	[Fidelity CMA]				800.06		800.06	
	1/10/2023	TSP	XIn	-Cash-	[Fidelity CMA]				800.06		800.06	
	1/24/2023	TSP	XIn	-Cash-	[Fidelity CMA]				699.12		699.12	
	2/7/2023	TSP	XIn	-Cash-	[Fidelity CMA]				699.12		699.12	
	2/21/2023	TSP	XIn	-Cash-	[Fidelity CMA]				699.12		699.12	
	3/7/2023	TSP	XIn	-Cash-	[Fidelity CMA]				699.12		699.12	
	3/21/2023	TSP	XIn	-Cash-	[Fidelity CMA]				699.12		699.12	
	4/4/2023	TSP	XIn	-Cash-	[Fidelity CMA]				699.12		699.12	
	4/18/2023	TSP	XIn	-Cash-	[Fidelity CMA]				699.12		699.12	
	5/2/2023	TSP	XIn	-Cash-	[Fidelity CMA]				699.12		699.12	
	5/16/2023	TSP	XIn	-Cash-	[Fidelity CMA]				699.12		699.12	
	5/30/2023	TSP	XIn	-Cash-	[Fidelity CMA]				699.12		699.12	
	6/13/2023	TSP	XIn	-Cash-	[Fidelity CMA]				699.12		699.12	
	6/27/2023	TSP	XIn	-Cash-	[Fidelity CMA]				699.12		699.12	
	7/11/2023	TSP	XIn	-Cash-	[Fidelity CMA]				699.12		699.12	
	7/25/2023	TSP	XIn	-Cash-	[Fidelity CMA]				699.12		699.12	
	8/8/2023	TSP	XIn	-Cash-	[Fidelity CMA]				699.12		699.12	
	8/22/2023	TSP	XIn	-Cash-	[Fidelity CMA]				699.12		699.12	
	9/5/2023	TSP	XIn	-Cash-	[Fidelity CMA]				699.12		699.12	
	9/19/2023	TSP	XIn	-Cash-	[Fidelity CMA]				699.12		699.12	
	10/3/2023	TSP	XIn	-Cash-	[Fidelity CMA]				699.12		699.12	
	10/17/2023	TSP	XIn	-Cash-	[Fidelity CMA]				699.12		699.12	
	10/31/2023	TSP	XIn	-Cash-	[Fidelity CMA]				699.12		699.12	
	11/14/2023	TSP	XIn	-Cash-	[Fidelity CMA]				699.12		699.12	
	11/28/2023	TSP	XIn	-Cash-	[Fidelity CMA]				699.12		699.12	
	12/12/2023	TSP	XIn	-Cash-	[Fidelity CMA]				699.12		699.12	
	12/26/2023	TSP	XIn	-Cash-	[Fidelity CMA]				699.12		699.12	
	1/9/2024	TSP	XIn	-Cash-	[Fidelity CMA]				699.12		699.12	
	1/23/2024	TSP	XIn	-Cash-	[Fidelity CMA]				699.12		699.12	
	2/6/2024	TSP	XIn	-Cash-	[Fidelity CMA]				736.16		736.16	
	2/20/2024	TSP	XIn	-Cash-	[Fidelity CMA]				736.16		736.16	
	3/5/2024	TSP	XIn	-Cash-	[Fidelity CMA]				736.16		736.16	
	3/19/2024	TSP	XIn	-Cash-	[Fidelity CMA]				736.16		736.16	
	4/2/2024	TSP	XIn	-Cash-	[Fidelity CMA]				736.16		736.16	
	4/16/2024	TSP	XIn	-Cash-	[Fidelity CMA]				736.16		736.16	
	4/30/2024	TSP	XIn	-Cash-	[Fidelity CMA]				736.16		736.16	
	5/14/2024	TSP	XIn	-Cash-	[Fidelity CMA]				736.16		736.16	
	5/28/2024	TSP	XIn	-Cash-	[Fidelity CMA]				736.16		736.16	
	6/11/2024	TSP	XIn	-Cash-	[Fidelity CMA]				736.16		736.16	
	6/25/2024	TSP	XIn	-Cash-	[Fidelity CMA]				736.16		736.16	
	7/9/2024	TSP	XIn	-Cash-	[Fidelity CMA]				736.16		736.16	
	7/23/2024	TSP	XIn	-Cash-	[Fidelity CMA]				736.16		736.16	
	8/6/2024	TSP	XIn	-Cash-	[Fidelity CMA]				736.16		736.16	
	8/20/2024	TSP	XIn	-Cash-	[Fidelity CMA]				736.16		736.16	
	9/3/2024	TSP	XIn	-Cash-	[Fidelity CMA]				736.16		736.16	
	9/17/2024	TSP	XIn	-Cash-	[Fidelity CMA]				736.16		736.16	
	10/1/2024	TSP	XIn	-Cash-	[Fidelity CMA]				736.16		736.16	
	10/15/2024	TSP	XIn	-Cash-	[Fidelity CMA]				736.16		736.16	
	10/29/2024	TSP	XIn	-Cash-	[Fidelity CMA]				736.16		736.16	
	11/12/2024	TSP	XIn	-Cash-	[Fidelity CMA]				736.16		736.16	
	11/26/2024	TSP	XIn	-Cash-	[Fidelity CMA]				736.16		736.16	
	12/10/2024	TSP	XIn	-Cash-	[Fidelity CMA]				736.16		736.16	
	12/24/2024	TSP	XIn	-Cash-	[Fidelity CMA]				736.16		736.16	
	1/7/2025	TSP	XIn	-Cash-	[Fidelity CMA]				736.16		736.16	
	1/21/2025	TSP	XIn	-Cash-	[Fidelity CMA]				736.16		736.16	
	2/4/2025	TSP	XIn	-Cash-	[Fidelity CMA]				752.56		752.56	
	2/18/2025	TSP	XIn	-Cash-	[Fidelity CMA]				752.56		752.56	
	3/4/2025	TSP	XIn	-Cash-	[Fidelity CMA]				752.56		752.56	
	3/18/2025	TSP	XIn	-Cash-	[Fidelity CMA]				752.56		752.56	
	4/1/2025	TSP	XIn	-Cash-	[Fidelity CMA]				752.56		752.56	
	4/15/2025	TSP	XIn	-Cash-	[Fidelity CMA]				752.56		752.56	
	4/29/2025	TSP	XIn	-Cash-	[Fidelity CMA]				752.56		752.56	
	5/13/2025	TSP	XIn	-Cash-	[Fidelity CMA]				752.56		752.56	
	5/27/2025	TSP	XIn	-Cash-	[Fidelity CMA]				752.56		752.56	
	6/10/2025	TSP	XIn	-Cash-	[Fidelity CMA]				752.56		752.56	
	6/24/2025	TSP	XIn	-Cash-	[Fidelity CMA]				752.56		752.56	
	7/8/2025	TSP	XIn	-Cash-	[Fidelity CMA]				752.56		752.56	
	7/22/2025	TSP	XIn	-Cash-	[Fidelity CMA]				752.56		752.56	
	8/5/2025	TSP	XIn	-Cash-	[Fidelity CMA]				752.56		752.56	
	8/19/2025	TSP	XIn	-Cash-	[Fidelity CMA]				752.56		752.56	
	9/2/2025	TSP	XIn	-Cash-	[Fidelity CMA]				752.56		752.56	
	9/16/2025	TSP	XIn	-Cash-	[Fidelity CMA]				752.56		752.56	
	9/30/2025	TSP	XIn	-Cash-	[Fidelity CMA]				602.05		602.05	
	10/14/2025	TSP	XIn	-Cash-	[Fidelity CMA]				541.84		541.84	
	11/25/2025	TSP	XIn	-Cash-	[Fidelity CMA]				1,866.36		1,866.36	
	11/25/2025	TSP	Cash	-Cash-	Other Inc	late contrib earnings adjustment			0.39		0.39	
	12/9/2025	TSP	XIn	-Cash-	[Fidelity CMA]				602.05		602.05	
	12/23/2025	TSP	XIn	-Cash-	[Fidelity CMA]				602.05		602.05	
	1/6/2026	TSP	XIn	-Cash-	[Fidelity CMA]				602.05		602.05	
	1/20/2026	TSP	XIn	-Cash-	[Fidelity CMA]				602.05		602.05	
	2/3/2026	TSP	XIn	-Cash-	[Fidelity CMA]				602.05		602.05	
	1/1/2013	TSP Roth	Cash	-Cash-	[TSP Roth]							
	3/19/2013	TSP Roth	XIn	-Cash-	[Checking - Alliant]				525.00		525.00	
	4/2/2013	TSP Roth	XIn	-Cash-	[Checking - Alliant]				525.00		525.00	
	4/16/2013	TSP Roth	XIn	-Cash-	[Checking - Alliant]				550.00		550.00	
	4/30/2013	TSP Roth	XIn	-Cash-	[Checking - Alliant]				550.00		550.00	
	5/14/2013	TSP Roth	XIn	-Cash-	[Checking - Alliant]				550.00		550.00	
	5/28/2013	TSP Roth	XIn	-Cash-	[Checking - Alliant]				550.00		550.00	
	6/11/2013	TSP Roth	XIn	-Cash-	[Checking - Alliant]				550.00		550.00	
	6/25/2013	TSP Roth	XIn	-Cash-	[Checking - Alliant]				550.00		550.00	
	7/9/2013	TSP Roth	XIn	-Cash-	[Checking - Alliant]				550.00		550.00	
	7/23/2013	TSP Roth	XIn	-Cash-	[Checking - Alliant]				550.00		550.00	
	8/6/2013	TSP Roth	XIn	-Cash-	[Checking - Alliant]				550.00		550.00	
	8/20/2013	TSP Roth	XIn	-Cash-	[Checking - Alliant]				550.00		550.00	
	9/3/2013	TSP Roth	XIn	-Cash-	[Checking - Alliant]				550.00		550.00	
	9/17/2013	TSP Roth	XIn	-Cash-	[Checking - Alliant]				550.00		550.00	
	10/1/2013	TSP Roth	XIn	-Cash-	[Checking - Alliant]				550.00		550.00	
	10/15/2013	TSP Roth	XIn	-Cash-	[Checking - Alliant]				550.00		550.00	
	10/29/2013	TSP Roth	XIn	-Cash-	[Checking - Alliant]				550.00		550.00	
	11/12/2013	TSP Roth	XIn	-Cash-	[Checking - Alliant]				550.00		550.00	
	11/26/2013	TSP Roth	XIn	-Cash-	[Checking - Alliant]				550.00		550.00	
	12/10/2013	TSP Roth	XIn	-Cash-	[Checking - Alliant]				550.00		550.00	
	12/24/2013	TSP Roth	XIn	-Cash-	[Checking - Alliant]				500.00		500.00	
	1/7/2014	TSP Roth	XIn	-Cash-	[Checking - Alliant]	Dependent Care			550.00		550.00	
	1/21/2014	TSP Roth	XIn	-Cash-	[Checking - Alliant]	Dependent Care			550.00		550.00	
	2/4/2014	TSP Roth	XIn	-Cash-	[Checking - Alliant]	Dependent Care			500.00		500.00	
	2/18/2014	TSP Roth	XIn	-Cash-	[Checking - Alliant]	Dependent Care			500.00		500.00	
	3/15/2016	TSP Roth	XIn	-Cash-	[Checking - Alliant]				400.00		400.00	
	3/29/2016	TSP Roth	XIn	-Cash-	[Checking - Alliant]				400.00		400.00	
	4/12/2016	TSP Roth	XIn	-Cash-	[Checking - Alliant]				400.00		400.00	
	4/26/2016	TSP Roth	XIn	-Cash-	[Checking - Alliant]				400.00		400.00	
	5/10/2016	TSP Roth	XIn	-Cash-	[Checking - Alliant]				400.00		400.00	
	5/24/2016	TSP Roth	XIn	-Cash-	[Checking - Alliant]				400.00		400.00	
	6/7/2016	TSP Roth	XIn	-Cash-	[Checking - Alliant]				400.00		400.00	
	6/21/2016	TSP Roth	XIn	-Cash-	[Checking - Alliant]				400.00		400.00	
	7/5/2016	TSP Roth	XIn	-Cash-	[Checking - Alliant]				400.00		400.00	
	7/19/2016	TSP Roth	XIn	-Cash-	[Checking - Alliant]				400.00		400.00	
	8/2/2016	TSP Roth	XIn	-Cash-	[Checking - Alliant]				400.00		400.00	
	8/16/2016	TSP Roth	XIn	-Cash-	[Checking - Alliant]				400.00		400.00	
	8/30/2016	TSP Roth	XIn	-Cash-	[Checking - Alliant]				400.00		400.00	
	9/13/2016	TSP Roth	XIn	-Cash-	[Checking - Alliant]				400.00		400.00	
	9/27/2016	TSP Roth	XIn	-Cash-	[Checking - Alliant]				400.00		400.00	
	10/11/2016	TSP Roth	XIn	-Cash-	[Checking - Alliant]				400.00		400.00	
	10/25/2016	TSP Roth	XIn	-Cash-	[Checking - Alliant]				400.00		400.00	
	11/8/2016	TSP Roth	XIn	-Cash-	[Checking - Alliant]				400.00		400.00	
	11/22/2016	TSP Roth	XIn	-Cash-	[Checking - Alliant]				400.00		400.00	
	12/6/2016	TSP Roth	XIn	-Cash-	[Checking - Alliant]				400.00		400.00	
	12/20/2016	TSP Roth	XIn	-Cash-	[Checking - Alliant]				400.00		400.00	
	1/3/2017	TSP Roth	XIn	-Cash-	[Checking - Alliant]				400.00		400.00	
	1/17/2017	TSP Roth	XIn	-Cash-	[Checking - Alliant]				400.00		400.00	
	1/31/2017	TSP Roth	XIn	-Cash-	[Checking - Alliant]				400.00		400.00	
	2/14/2017	TSP Roth	XIn	-Cash-	[Checking - Alliant]				400.00		400.00	
	2/28/2017	TSP Roth	XIn	-Cash-	[Checking - Alliant]				400.00		400.00	
	3/14/2017	TSP Roth	XIn	-Cash-	[Checking - Alliant]				400.00		400.00	
	3/28/2017	TSP Roth	XIn	-Cash-	[Checking - Alliant]				400.00		400.00	
	4/11/2017	TSP Roth	XIn	-Cash-	[Checking - Alliant]				400.00		400.00	
	4/25/2017	TSP Roth	XIn	-Cash-	[Checking - Alliant]				400.00		400.00	
	5/9/2017	TSP Roth	XIn	-Cash-	[Checking - Alliant]				400.00		400.00	
	5/23/2017	TSP Roth	XIn	-Cash-	[Checking - Alliant]				400.00		400.00	
	6/6/2017	TSP Roth	XIn	-Cash-	[Checking - Alliant]				400.00		400.00	
	6/20/2017	TSP Roth	XIn	-Cash-	[Checking - Alliant]				400.00		400.00	
	7/3/2017	TSP Roth	XIn	-Cash-	[Checking - Alliant]				400.00		400.00	
	7/18/2017	TSP Roth	XIn	-Cash-	[Checking - Alliant]				400.00		400.00	
	8/1/2017	TSP Roth	XIn	-Cash-	[Checking - Alliant]				400.00		400.00	
	8/15/2017	TSP Roth	XIn	-Cash-	[Checking - Alliant]				400.00		400.00	
	8/29/2017	TSP Roth	XIn	-Cash-	[Checking - Alliant]				400.00		400.00	
	9/12/2017	TSP Roth	XIn	-Cash-	[Checking - Alliant]				400.00		400.00	
	9/26/2017	TSP Roth	XIn	-Cash-	[Checking - Alliant]				400.00		400.00	
	10/10/2017	TSP Roth	XIn	-Cash-	[Checking - Alliant]				410.00		410.00	
	10/24/2017	TSP Roth	XIn	-Cash-	[Checking - Alliant]				410.00		410.00	
	11/7/2017	TSP Roth	XIn	-Cash-	[Checking - Alliant]				410.00		410.00	
	11/21/2017	TSP Roth	XIn	-Cash-	[Checking - Alliant]				410.00		410.00	
	12/5/2017	TSP Roth	XIn	-Cash-	[Checking - Alliant]				410.00		410.00	
	12/19/2017	TSP Roth	XIn	-Cash-	[Checking - Alliant]				410.00		410.00	
	1/2/2018	TSP Roth	XIn	-Cash-	[Checking - Alliant]				400.00		400.00	
	1/16/2018	TSP Roth	XIn	-Cash-	[Checking - Alliant]				400.00		400.00	
	1/30/2018	TSP Roth	XIn	-Cash-	[Checking - Alliant]				400.00		400.00	
	2/13/2018	TSP Roth	XIn	-Cash-	[Checking - Alliant]				400.00		400.00	
	2/27/2018	TSP Roth	XIn	-Cash-	[Checking - Alliant]				400.00		400.00	
	3/13/2018	TSP Roth	XIn	-Cash-	[Checking - Alliant]				400.00		400.00	
	3/27/2018	TSP Roth	XIn	-Cash-	[Checking - Alliant]				400.00		400.00	
	4/10/2018	TSP Roth	XIn	-Cash-	[Checking - Alliant]				400.00		400.00	
	4/24/2018	TSP Roth	XIn	-Cash-	[Checking - Alliant]				400.00		400.00	
	5/8/2018	TSP Roth	XIn	-Cash-	[Checking - Alliant]				400.00		400.00	
	5/22/2018	TSP Roth	XIn	-Cash-	[Checking - Alliant]				400.00		400.00	
	6/5/2018	TSP Roth	XIn	-Cash-	[Checking - Alliant]				400.00		400.00	
	6/19/2018	TSP Roth	XIn	-Cash-	[Checking - Alliant]				400.00		400.00	
	7/3/2018	TSP Roth	XIn	-Cash-	[Checking - Alliant]				400.00		400.00	
	7/17/2018	TSP Roth	XIn	-Cash-	[Checking - Alliant]				400.00		400.00	
	7/31/2018	TSP Roth	XIn	-Cash-	[Checking - Alliant]				400.00		400.00	
	8/14/2018	TSP Roth	XIn	-Cash-	[Checking - Alliant]				400.00		400.00	
